name,link,category
"Салат винегрет, 180 г",https://vkusvill.ru/goods/salat-vinegret-180-g-96587.html,Готовая еда
"Салат винегрет, 300 г",https://vkusvill.ru/goods/salat-vinegret-300-g-96749.html,Готовая еда
Салат из баклажанов и моркови по-корейски,https://vkusvill.ru/goods/salat-iz-baklazhanov-i-morkovi-po-koreyski-84817.html,Готовая еда
Салат из древесных грибов с папоротником и свининой,https://vkusvill.ru/goods/salat-iz-drevesnykh-gribov-s-paporotnikom-i-svininoy-101899.html,Готовая еда
Салат из жареной фасоли с грибами,https://vkusvill.ru/goods/salat-iz-zharenoy-fasoli-s-gribami-102348.html,Готовая еда
"Салат из кальмаров и моркови по-корейски, 110 г",https://vkusvill.ru/goods/salat-iz-kalmarov-i-morkovi-po-koreyski-110-g-105285.html,Готовая еда
Салат из капусты с огурцом,https://vkusvill.ru/goods/salat-iz-kapusty-s-ogurtsom-96453.html,Готовая еда
Салат из летних овощей,https://vkusvill.ru/goods/salat-iz-letnikh-ovoshchey-61599.html,Готовая еда
Салат из свеклы с черносливом и грецкими орехами,https://vkusvill.ru/goods/salat-iz-svekly-s-chernoslivom-i-gretskimi-orekhami-79208.html,Готовая еда
"Салат мимоза с семгой горячего копчения, 300 г",https://vkusvill.ru/goods/salat-mimoza-s-semgoy-goryachego-kopcheniya-300-g-71709.html,Готовая еда
"Салат мимоза, 300 г",https://vkusvill.ru/goods/salat-mimoza-300-g-39461.html,Готовая еда
"Салат оливье с колбасой, 600 г",https://vkusvill.ru/goods/salat-olive-s-kolbasoy-600-g-40564.html,Готовая еда
"Салат оливье, 300 г",https://vkusvill.ru/goods/salat-olive-300-g-39458.html,Готовая еда
Салат по-гречески с сыром «Фета»,https://vkusvill.ru/goods/salat-po-grecheski-s-syrom-feta-81525.html,Готовая еда
Салат с баклажанами и крем-чизом в азиатском соусе,https://vkusvill.ru/goods/salat-s-baklazhanami-i-krem-chizom-v-aziatskom-souse-102354.html,Готовая еда
"Салат с курицей и ананасами, 180 г",https://vkusvill.ru/goods/salat-s-kuritsey-i-ananasami-180-g-68083.html,Готовая еда
Салат с курицей и жареными шампиньонами,https://vkusvill.ru/goods/salat-s-kuritsey-i-zharenymi-shampinonami-39456.html,Готовая еда
"Салат с курицей, ананасами и сельдереем",https://vkusvill.ru/goods/salat-s-kuritsey-ananasami-i-seldereem-70519.html,Готовая еда
"Салат с курицей, грибами, свиной ветчиной и говяжьим сердцем",https://vkusvill.ru/goods/salat-s-kuritsey-gribami-svinoy-vetchinoy-i-govyazhim-serdtsem-99854.html,Готовая еда
Салат с мясом индейки и гранатовым соусом,https://vkusvill.ru/goods/salat-s-myasom-indeyki-i-granatovym-sousom-47413.html,Готовая еда
"Салат с рукколой и моцареллой, 150 г",https://vkusvill.ru/goods/salat-s-rukkoloy-i-motsarelloy-150-g-45342.html,Готовая еда
Салат с тунцом и горчичным соусом,https://vkusvill.ru/goods/salat-s-tuntsom-i-gorchichnym-sousom-95704.html,Готовая еда
Салат с филе тунца консервированного в соб. соку,https://vkusvill.ru/goods/salat-s-file-tuntsa-konservirovannogo-v-sob-soku-104825.html,Готовая еда
Салат свекольный с грецким орехом,https://vkusvill.ru/goods/salat-svekolnyy-s-gretskim-orekhom-38977.html,Готовая еда
"Салат сельдь под шубой, 300 г",https://vkusvill.ru/goods/salat-seld-pod-shuboy-300-g-39459.html,Готовая еда
Салат со свеклой и машем,https://vkusvill.ru/goods/salat-so-svekloy-i-mashem-100549.html,Готовая еда
"Самса с курицей, 120 г",https://vkusvill.ru/goods/samsa-s-kuritsey-120-g-71944.html,Готовая еда
Сливочный суп с креветками и треской,https://vkusvill.ru/goods/slivochnyy-sup-s-krevetkami-i-treskoy-105280.html,Готовая еда
Слойка с курицей и соусом сацебели,https://vkusvill.ru/goods/sloyka-s-kuritsey-i-sousom-satsebeli-98453.html,Готовая еда
"Солянка из квашеной капусты с беконом, говядиной и куриным филе",https://vkusvill.ru/goods/solyanka-iz-kvashenoy-kapusty-s-bekonom-govyadinoy-i-kurinym-file-102024.html,Готовая еда
Солянка из семги и форели,https://vkusvill.ru/goods/solyanka-iz-semgi-i-foreli-41303.html,Готовая еда
Солянка «по-домашнему»,https://vkusvill.ru/goods/solyanka-po-domashnemu-105840.html,Готовая еда
Сосиска в слоеном тесте с сыром и горчицей,https://vkusvill.ru/goods/sosiska-v-sloenom-teste-s-syrom-i-gorchitsey-68814.html,Готовая еда
Сосиска в слоеном тесте. Пекарня,https://vkusvill.ru/goods/sosiska-v-sloenom-teste-pekarnya-79932.html,Готовая еда
"Сосиска в тесте (свинина, говядина), 2 шт.",https://vkusvill.ru/goods/sosiska-v-teste-svinina-govyadina-2-sht-59515.html,Готовая еда
Сосиски куриные с картофельным пюре,https://vkusvill.ru/goods/sosiski-kurinye-s-kartofelnym-pyure-79479.html,Готовая еда
"Сосиски куриные с картофельным пюре и салат винегрет, 390 г",https://vkusvill.ru/goods/sosiski-kurinye-s-kartofelnym-pyure-i-salat-vinegret-390-g-103754.html,Готовая еда
Спаржа с морковью по-корейски,https://vkusvill.ru/goods/sparzha-s-morkovyu-po-koreyski-54133.html,Готовая еда
Стейк из индейки с овощами гриль и брокколи,https://vkusvill.ru/goods/steyk-iz-indeyki-s-ovoshchami-gril-i-brokkoli-93683.html,Готовая еда
Стейк из лосося с картофельным пюре,https://vkusvill.ru/goods/steyk-iz-lososya-s-kartofelnym-pyure-71054.html,Готовая еда
«Студблинчики» с сосиской и картофелем,https://vkusvill.ru/goods/studblinchiki-s-sosiskoy-i-kartofelem-104930.html,Готовая еда
Суп «Гороховый» с копчёностями,https://vkusvill.ru/goods/sup-gorokhovyy-s-kopchyenostyami-16417.html,Готовая еда
"Суп «Гороховый» с копчёностями, 1кг",https://vkusvill.ru/goods/sup-gorokhovyy-s-kopchyenostyami-1kg-72947.html,Готовая еда
Суп «Грибной» с домашней лапшой,https://vkusvill.ru/goods/sup-gribnoy-s-domashney-lapshoy-78790.html,Готовая еда
Суп «Куриный» с домашней лапшой,https://vkusvill.ru/goods/sup-kurinyy-s-domashney-lapshoy-19434.html,Готовая еда
"Суп «Куриный» с домашней лапшой, 1 кг",https://vkusvill.ru/goods/sup-kurinyy-s-domashney-lapshoy-1-kg-44285.html,Готовая еда
Суп «Мисо-рамен» с морепродуктами,https://vkusvill.ru/goods/sup-miso-ramen-s-moreproduktami-105824.html,Готовая еда
Суп «Рамен» с индейкой,https://vkusvill.ru/goods/sup-ramen-s-indeykoy-70454.html,Готовая еда
Суп «Рассольник» с курицей,https://vkusvill.ru/goods/sup-rassolnik-s-kuritsey-30290.html,Готовая еда
"Суп «Рассольник» с курицей, 1 кг",https://vkusvill.ru/goods/sup-rassolnik-s-kuritsey-1-kg-60658.html,Готовая еда
Суп «Сырный» с лисичками и белыми грибами,https://vkusvill.ru/goods/sup-syrnyy-s-lisichkami-i-belymi-gribami-95821.html,Готовая еда
Суп «Том ям» вегетарианский,https://vkusvill.ru/goods/sup-tom-yam-vegetarianskiy-73608.html,Готовая еда
Суп Том ям с курицей,https://vkusvill.ru/goods/sup-tom-yam-s-kuritsey-68307.html,Готовая еда
"Суп «Том-ям», 400 мл",https://vkusvill.ru/goods/sup-tom-yam-400-ml-47061.html,Готовая еда
"Суп «Уха» (с горбушей, судаком, палтусом), 270 г",https://vkusvill.ru/goods/sup-ukha-s-gorbushey-sudakom-paltusom-270-g-82086.html,Готовая еда
Суп Фо Бо,https://vkusvill.ru/goods/sup-fo-bo-91332.html,Готовая еда
"Суп Фо Бо, 580 г",https://vkusvill.ru/goods/sup-fo-bo-580-g-100354.html,Готовая еда
Суп «Харчо»,https://vkusvill.ru/goods/sup-kharcho-18360.html,Готовая еда
Суп из печеных томатов с креветками,https://vkusvill.ru/goods/sup-iz-pechenykh-tomatov-s-krevetkami-99853.html,Готовая еда
Суп из шпината с филе лосося,https://vkusvill.ru/goods/sup-iz-shpinata-s-file-lososya-51927.html,Готовая еда
Суп куриный с лапшой и яйцом,https://vkusvill.ru/goods/sup-kurinyy-s-lapshoy-i-yaytsom-99857.html,Готовая еда
Суп овощной с фрикадельками,https://vkusvill.ru/goods/sup-ovoshchnoy-s-frikadelkami-95300.html,Готовая еда
Суп по-деревенски с курицей,https://vkusvill.ru/goods/sup-po-derevenski-s-kuritsey-83302.html,Готовая еда
Суп с куриными фрикадельками и пастой «Звездочки»,https://vkusvill.ru/goods/sup-s-kurinymi-frikadelkami-i-pastoy-zvezdochki-61602.html,Готовая еда
"Суп с куриными фрикадельками и пастой «Звездочки», 1 кг",https://vkusvill.ru/goods/sup-s-kurinymi-frikadelkami-i-pastoy-zvezdochki-1-kg-90171.html,Готовая еда
Суп с лисичками и беконом,https://vkusvill.ru/goods/sup-s-lisichkami-i-bekonom-97088.html,Готовая еда
Суп с фрикадельками из индейки,https://vkusvill.ru/goods/sup-s-frikadelkami-iz-indeyki-16416.html,Готовая еда
Суп щавелевый с курицей,https://vkusvill.ru/goods/sup-shchavelevyy-s-kuritsey-27195.html,Готовая еда
Суп-крем куриный,https://vkusvill.ru/goods/sup-krem-kurinyy-25262.html,Готовая еда
"Суп-пюре «Сырный» с гренками, 260 г",https://vkusvill.ru/goods/sup-pyure-syrnyy-s-grenkami-260-g-50163.html,Готовая еда
Суп-пюре норвежский с семгой,https://vkusvill.ru/goods/sup-pyure-norvezhskiy-s-semgoy-29907.html,Готовая еда
Суп-пюре с грибами,https://vkusvill.ru/goods/sup-pyure-s-gribami-19435.html,Готовая еда
Суп-пюре чечевичный,https://vkusvill.ru/goods/sup-pyure-chechevichnyy-99088.html,Готовая еда
Суши-сэндвич «Филадельфия»,https://vkusvill.ru/goods/sushi-sendvich-filadelfiya-86742.html,Готовая еда
Суши-сэндвич с креветками,https://vkusvill.ru/goods/sushi-sendvich-s-krevetkami-105497.html,Готовая еда
Сырники «Косолапый» в наборе с топпингом шоколадная карамель,https://vkusvill.ru/goods/syrniki-kosolapyy-v-nabore-s-toppingom-shokoladnaya-karamel-104225.html,Готовая еда
Сырники на миндальной муке с сиропом топинамбура,https://vkusvill.ru/goods/syrniki-na-mindalnoy-muke-s-siropom-topinambura-96332.html,Готовая еда
Сырники с абрикосовой начинкой,https://vkusvill.ru/goods/syrniki-s-abrikosovoy-nachinkoy-69075.html,Готовая еда
Сырники с малиновой начинкой,https://vkusvill.ru/goods/syrniki-s-malinovoy-nachinkoy-41142.html,Готовая еда
"Сырники с малиновой начинкой, 480 г",https://vkusvill.ru/goods/syrniki-s-malinovoy-nachinkoy-480-g-69757.html,Готовая еда
Сырники творожные,https://vkusvill.ru/goods/syrniki-tvorozhnye-1642.html,Готовая еда
Сырники творожные с брусничной начинкой,https://vkusvill.ru/goods/syrniki-tvorozhnye-s-brusnichnoy-nachinkoy-74325.html,Готовая еда
Сырники творожные с клубничной начинкой,https://vkusvill.ru/goods/syrniki-tvorozhnye-s-klubnichnoy-nachinkoy-74314.html,Готовая еда
Сырники творожные с яблочной начинкой,https://vkusvill.ru/goods/syrniki-tvorozhnye-s-yablochnoy-nachinkoy-64757.html,Готовая еда
"Сырники творожные, 260 г",https://vkusvill.ru/goods/syrniki-tvorozhnye-260-g-64201.html,Готовая еда
"Сырники, 210 г",https://vkusvill.ru/goods/syrniki-210-g-44305.html,Готовая еда
Сырные палочки с клюквенно-брусничным соусом,https://vkusvill.ru/goods/syrnye-palochki-s-klyukvenno-brusnichnym-sousom-77170.html,Готовая еда
Сэндвич - ролл «По-азиатски» с куриными стрипсами и соусом терияки,https://vkusvill.ru/goods/sendvich-roll-po-aziatski-s-kurinymi-stripsami-i-sousom-teriyaki-96976.html,Готовая еда
"Сэндвич «Нежный» с курицей, омлетом и моцареллой",https://vkusvill.ru/goods/sendvich-nezhnyy-s-kuritsey-omletom-i-motsarelloy-31712.html,Готовая еда
Сэндвич на булочке из слоеного теста с копченой горбушей и яйцом,https://vkusvill.ru/goods/sendvich-na-bulochke-iz-sloenogo-testa-s-kopchenoy-gorbushey-i-yaytsom-93685.html,Готовая еда
"Сэндвич на злаковом хлебе с пастрами из индейки, соусом айоли и салатом «Вальдорф», кафе",https://vkusvill.ru/goods/sendvich-na-zlakovom-khlebe-s-pastrami-iz-indeyki-sousom-ayoli-i-salatom-valdorf-kafe-101374.html,Готовая еда
Сэндвич ролл «Полло Тоннато» с курицей,https://vkusvill.ru/goods/sendvich-roll-pollo-tonnato-s-kuritsey-49317.html,Готовая еда
Сэндвич ролл «Цезарь»,https://vkusvill.ru/goods/sendvich-roll-tsezar-20542.html,Готовая еда
Сэндвич ролл «Чеддер»,https://vkusvill.ru/goods/sendvich-roll-chedder-68678.html,Готовая еда
Сэндвич ролл с бужениной запеченной,https://vkusvill.ru/goods/sendvich-roll-s-buzheninoy-zapechennoy-21419.html,Готовая еда
Сэндвич ролл с говядиной су-вид,https://vkusvill.ru/goods/sendvich-roll-s-govyadinoy-su-vid-93910.html,Готовая еда
Сэндвич ролл с горбушей и яйцом,https://vkusvill.ru/goods/sendvich-roll-s-gorbushey-i-yaytsom-22664.html,Готовая еда
Сэндвич ролл с запеченным тунцом,https://vkusvill.ru/goods/sendvich-roll-s-zapechennym-tuntsom-101864.html,Готовая еда
Сэндвич ролл с индейкой и сладким чили,https://vkusvill.ru/goods/sendvich-roll-s-indeykoy-i-sladkim-chili-98204.html,Готовая еда
Сэндвич ролл с кетой и яйцом,https://vkusvill.ru/goods/sendvich-roll-s-ketoy-i-yaytsom-33697.html,Готовая еда
Сэндвич ролл с курицей и соусом «Дор-Блю»,https://vkusvill.ru/goods/sendvich-roll-s-kuritsey-i-sousom-dor-blyu-23954.html,Готовая еда
Сэндвич ролл с курицей и соусом чипотле,https://vkusvill.ru/goods/sendvich-roll-s-kuritsey-i-sousom-chipotle-48410.html,Готовая еда
"Сэндвич ролл с курицей, вешенками и соусом том ям на гриле, кафе",https://vkusvill.ru/goods/sendvich-roll-s-kuritsey-veshenkami-i-sousom-tom-yam-na-grile-kafe-85901.html,Готовая еда
"Сэндвич ролл с курицей, вяленой клюквой и арахисом",https://vkusvill.ru/goods/sendvich-roll-s-kuritsey-vyalenoy-klyukvoy-i-arakhisom-39781.html,Готовая еда
Сэндвич ролл с лососем (кетой),https://vkusvill.ru/goods/sendvich-roll-s-lososem-ketoy-17580.html,Готовая еда
Сэндвич ролл с лососем и шпинатом,https://vkusvill.ru/goods/sendvich-roll-s-lososem-i-shpinatom-37319.html,Готовая еда
Сэндвич ролл с семгой холодного копчения,https://vkusvill.ru/goods/sendvich-roll-s-semgoy-kholodnogo-kopcheniya-100712.html,Готовая еда
Сэндвич ролл с тигровыми креветками,https://vkusvill.ru/goods/sendvich-roll-s-tigrovymi-krevetkami-95811.html,Готовая еда
"Сэндвич с беконом и скрэмблом на хлебе с отрубями, кафе",https://vkusvill.ru/goods/sendvich-s-bekonom-i-skremblom-na-khlebe-s-otrubyami-kafe-74206.html,Готовая еда
"Сэндвич с курицей и печеным перцем, кафе",https://vkusvill.ru/goods/sendvich-s-kuritsey-i-pechenym-pertsem-kafe-68303.html,Готовая еда
"Сэндвич с овощами гриль, сулугуни и соусом песто, кафе",https://vkusvill.ru/goods/sendvich-s-ovoshchami-gril-suluguni-i-sousom-pesto-kafe-56840.html,Готовая еда
"Сэндвич с пастрами из индейки и вителло тоннато, кафе",https://vkusvill.ru/goods/sendvich-s-pastrami-iz-indeyki-i-vitello-tonnato-kafe-104964.html,Готовая еда
"Сэндвич с томленой говядиной, кафе",https://vkusvill.ru/goods/sendvich-s-tomlenoy-govyadinoy-kafe-105650.html,Готовая еда
Сэндвич с форелью.,https://vkusvill.ru/goods/sendvich-s-forelyu-26904.html,Готовая еда
Сэндвич-ролл с куриными стрипсами в тортилье,https://vkusvill.ru/goods/sendvich-roll-s-kurinymi-stripsami-v-tortile-78929.html,Готовая еда
Сэндвич-ролл с курицей и сливочным сыром,https://vkusvill.ru/goods/sendvich-roll-s-kuritsey-i-slivochnym-syrom-102642.html,Готовая еда
"Сэндвич-ролл с огуречным салатом, киноа и фалафелем, кафе",https://vkusvill.ru/goods/sendvich-roll-s-ogurechnym-salatom-kinoa-i-falafelem-kafe-84976.html,Готовая еда
Тальятелле с курицей в сырном соусе,https://vkusvill.ru/goods/talyatelle-s-kuritsey-v-syrnom-souse-24027.html,Готовая еда
Творожник с малиной,https://vkusvill.ru/goods/tvorozhnik-s-malinoy-47746.html,Готовая еда
Тельное из северной рыбы (из филе минтая и сайды) с запеченным картофелем,https://vkusvill.ru/goods/telnoe-iz-severnoy-ryby-iz-file-mintaya-i-saydy-s-zapechennym-kartofelem-103753.html,Готовая еда
Темаки с «крабовыми» палочками (имитация),https://vkusvill.ru/goods/temaki-s-krabovymi-palochkami-imitatsiya-104189.html,Готовая еда
Темаки с форелью,https://vkusvill.ru/goods/temaki-s-forelyu-105844.html,Готовая еда
Тефтели с картофельным пюре,https://vkusvill.ru/goods/tefteli-s-kartofelnym-pyure-61149.html,Готовая еда
Улитка греческая с сыром и шпинатом. Пекарня,https://vkusvill.ru/goods/ulitka-grecheskaya-s-syrom-i-shpinatom-pekarnya-106787.html,Готовая еда
Фарфалле с креветками под сливочным соусом,https://vkusvill.ru/goods/farfalle-s-krevetkami-pod-slivochnym-sousom-90938.html,Готовая еда
Фетучини в соусе со свининой и шампиньонами,https://vkusvill.ru/goods/fetuchini-v-souse-so-svininoy-i-shampinonami-22384.html,Готовая еда
Фетучини с отварной говядиной и белыми грибами,https://vkusvill.ru/goods/fetuchini-s-otvarnoy-govyadinoy-i-belymi-gribami-101255.html,Готовая еда
Филе индейки «Гриль» с пастой птитим со шпинатом и овощами,https://vkusvill.ru/goods/file-indeyki-gril-s-pastoy-ptitim-so-shpinatom-i-ovoshchami-48167.html,Готовая еда
Филе куриной грудки запеченное,https://vkusvill.ru/goods/file-kurinoy-grudki-zapechennoe-34581.html,Готовая еда
"Филе куриной грудки с перцем и чесноком, нарезка",https://vkusvill.ru/goods/file-kurinoy-grudki-s-pertsem-i-chesnokom-narezka-24435.html,Готовая еда
Филе куриной грудки с прованскими травами,https://vkusvill.ru/goods/file-kurinoy-grudki-s-provanskimi-travami-23595.html,Готовая еда
Филе минтая жареное в кляре с картофельным пюре,https://vkusvill.ru/goods/file-mintaya-zharenoe-v-klyare-s-kartofelnym-pyure-98614.html,Готовая еда
Филе сайды под маринадом с картофельным пюре,https://vkusvill.ru/goods/file-saydy-pod-marinadom-s-kartofelnym-pyure-71194.html,Готовая еда
Филе семги на пару,https://vkusvill.ru/goods/file-semgi-na-paru-75129.html,Готовая еда
Филе цыпленка-бройлера копчено-запеченное,https://vkusvill.ru/goods/file-tsyplenka-broylera-kopcheno-zapechennoe-59720.html,Готовая еда
"Филе-кусок трески запеченный под сыром с картофелем, яйцом и томатами",https://vkusvill.ru/goods/file-kusok-treski-zapechennyy-pod-syrom-s-kartofelem-yaytsom-i-tomatami-105281.html,Готовая еда
Фрикадельки с казаречче,https://vkusvill.ru/goods/frikadelki-s-kazarechche-103022.html,Готовая еда
Хачапури по-мегрельски «5 сыров»,https://vkusvill.ru/goods/khachapuri-po-megrelski-5-syrov-81701.html,Готовая еда
"Хачапури по-мегрельски «5 сыров», 500 г",https://vkusvill.ru/goods/khachapuri-po-megrelski-5-syrov-500-g-96990.html,Готовая еда
"Хачапури по-мегрельски с говядиной и грибами, 250 г",https://vkusvill.ru/goods/khachapuri-po-megrelski-s-govyadinoy-i-gribami-250-g-102047.html,Готовая еда
"Хачапури по-мегрельски с зеленью, 250 г",https://vkusvill.ru/goods/khachapuri-po-megrelski-s-zelenyu-250-g-96985.html,Готовая еда
Хачапури с сыром. Пекарня,https://vkusvill.ru/goods/khachapuri-s-syrom-pekarnya-64964.html,Готовая еда
Хашбраун с беконом и пикантным соусом,https://vkusvill.ru/goods/khashbraun-s-bekonom-i-pikantnym-sousom-102102.html,Готовая еда
Холодец говядина-курица,https://vkusvill.ru/goods/kholodets-govyadina-kuritsa-55730.html,Готовая еда
Холодец говяжий,https://vkusvill.ru/goods/kholodets-govyazhiy-18163.html,Готовая еда
Холодец говяжий 700г,https://vkusvill.ru/goods/kholodets-govyazhiy-700g-69324.html,Готовая еда
Холодец из говядины и свинины,https://vkusvill.ru/goods/kholodets-iz-govyadiny-i-svininy-12196.html,Готовая еда
Хумус «Иерусалимский»,https://vkusvill.ru/goods/khumus-ierusalimskiy-53716.html,Готовая еда
Хумус «Марокканский» с вялеными томатами,https://vkusvill.ru/goods/khumus-marokkanskiy-s-vyalenymi-tomatami-76892.html,Готовая еда
Хумус классический,https://vkusvill.ru/goods/khumus-klassicheskiy-42845.html,Готовая еда
Хумус с вялеными помидорами,https://vkusvill.ru/goods/khumus-s-vyalenymi-pomidorami-21408.html,Готовая еда
Хумус с кедровыми орешками,https://vkusvill.ru/goods/khumus-s-kedrovymi-oreshkami-20811.html,Готовая еда
Чебуреки с мясом,https://vkusvill.ru/goods/chebureki-s-myasom-57963.html,Готовая еда
"Чебуреки с мясом, 240 г",https://vkusvill.ru/goods/chebureki-s-myasom-240-g-72683.html,Готовая еда
"Чебуреки с сыром, 140 г",https://vkusvill.ru/goods/chebureki-s-syrom-140-g-68197.html,Готовая еда
"Чебуреки с сыром, 280 г",https://vkusvill.ru/goods/chebureki-s-syrom-280-g-88388.html,Готовая еда
"Чиабатта ржаная с индейкой и соусом песто, кафе",https://vkusvill.ru/goods/chiabatta-rzhanaya-s-indeykoy-i-sousom-pesto-kafe-60022.html,Готовая еда
Чиабатта с индейкой су-вид и горчичным соусом,https://vkusvill.ru/goods/chiabatta-s-indeykoy-su-vid-i-gorchichnym-sousom-68413.html,Готовая еда
"Чиабатта с индейкой су-вид и горчичным соусом, 220 г",https://vkusvill.ru/goods/chiabatta-s-indeykoy-su-vid-i-gorchichnym-sousom-220-g-102455.html,Готовая еда
Чиабатта с куриным филе и соусом «Песто»,https://vkusvill.ru/goods/chiabatta-s-kurinym-file-i-sousom-pesto-78481.html,Готовая еда
"Чиабатта с курицей, моцареллой и омлетом, кафе",https://vkusvill.ru/goods/chiabatta-s-kuritsey-motsarelloy-i-omletom-kafe-39249.html,Готовая еда
"Чиабатта с курицей, пармезаном и соусом цезарь, кафе",https://vkusvill.ru/goods/chiabatta-s-kuritsey-parmezanom-i-sousom-tsezar-kafe-39250.html,Готовая еда
"Чиабатта с тунцом и яйцом, кафе",https://vkusvill.ru/goods/chiabatta-s-tuntsom-i-yaytsom-kafe-60021.html,Готовая еда
"Чизбургер, 160 г",https://vkusvill.ru/goods/chizburger-160-g-100347.html,Готовая еда
Шампиньоны маринованные «Пикантные»,https://vkusvill.ru/goods/shampinony-marinovannye-pikantnye-82374.html,Готовая еда
Шаурма грузинская,https://vkusvill.ru/goods/shaurma-gruzinskaya-69753.html,Готовая еда
Шаурма классическая,https://vkusvill.ru/goods/shaurma-klassicheskaya-81274.html,Готовая еда
"Шаурма с креветкой, соусом тысяча островов и салатом Романо",https://vkusvill.ru/goods/shaurma-s-krevetkoy-sousom-tysyacha-ostrovov-i-salatom-romano-99925.html,Готовая еда
Шаурма с курицей и печеным картофелем,https://vkusvill.ru/goods/shaurma-s-kuritsey-i-pechenym-kartofelem-63729.html,Готовая еда
"Шаурма с курицей на гриле, кафе",https://vkusvill.ru/goods/shaurma-s-kuritsey-na-grile-kafe-76127.html,Готовая еда
"Шаурма с курицей, 230 г",https://vkusvill.ru/goods/shaurma-s-kuritsey-230-g-70874.html,Готовая еда
Шаурма с люля из баранины,https://vkusvill.ru/goods/shaurma-s-lyulya-iz-baraniny-76296.html,Готовая еда
Шаурма с рваной говядиной и горчичным соусом,https://vkusvill.ru/goods/shaurma-s-rvanoy-govyadinoy-i-gorchichnym-sousom-99884.html,Готовая еда
Шаурма с томленым окороком в соусе барбекю,https://vkusvill.ru/goods/shaurma-s-tomlenym-okorokom-v-souse-barbekyu-99373.html,Готовая еда
Шашлык из курицы гриль,https://vkusvill.ru/goods/shashlyk-iz-kuritsy-gril-88508.html,Готовая еда
Шашлык куриный с соусом айоли,https://vkusvill.ru/goods/shashlyk-kurinyy-s-sousom-ayoli-98595.html,Готовая еда
Шашлычок из бедра цыпленка-бройлера с паприкой,https://vkusvill.ru/goods/shashlychok-iz-bedra-tsyplenka-broylera-s-paprikoy-93525.html,Готовая еда
Шницель куриный в сырной панировке с макаронами,https://vkusvill.ru/goods/shnitsel-kurinyy-v-syrnoy-panirovke-s-makaronami-59037.html,Готовая еда
Шницель куриный в яйце с картофельным пюре,https://vkusvill.ru/goods/shnitsel-kurinyy-v-yaytse-s-kartofelnym-pyure-62637.html,Готовая еда
"Шницель куриный в яйце, 360 г",https://vkusvill.ru/goods/shnitsel-kurinyy-v-yaytse-360-g-67887.html,Готовая еда
Шницель куриный с картофельным пюре,https://vkusvill.ru/goods/shnitsel-kurinyy-s-kartofelnym-pyure-103323.html,Готовая еда
"Шницель куриный, 360 г",https://vkusvill.ru/goods/shnitsel-kurinyy-360-g-68407.html,Готовая еда
"Штрудель яблочный, веган",https://vkusvill.ru/goods/shtrudel-yablochnyy-vegan-51294.html,Готовая еда
Щечка телячья томленая,https://vkusvill.ru/goods/shchechka-telyachya-tomlenaya-47835.html,Готовая еда
Щи из белокочанной капусты с говядиной в наборе со сметаной,https://vkusvill.ru/goods/shchi-iz-belokochannoy-kapusty-s-govyadinoy-v-nabore-so-smetanoy-105248.html,Готовая еда
Щи из свежей капусты с курицей,https://vkusvill.ru/goods/shchi-iz-svezhey-kapusty-s-kuritsey-59039.html,Готовая еда
"Щи из свежей капусты с курицей, 1 кг",https://vkusvill.ru/goods/shchi-iz-svezhey-kapusty-s-kuritsey-1-kg-68802.html,Готовая еда
Яйца куриные копченые Молодецкие,https://vkusvill.ru/goods/yaytsa-kurinye-kopchenye-molodetskie-80003.html,Готовая еда
Яйца перепелиные копченые «Молодецкие»,https://vkusvill.ru/goods/yaytsa-perepelinye-kopchenye-molodetskie-36059.html,Готовая еда
"Бейгл с лососем и творожным сыром, кафе",https://vkusvill.ru/goods/beygl-s-lososem-i-tvorozhnym-syrom-kafe-79221.html,Готовая еда
"Боул «Британский завтрак», кафе",https://vkusvill.ru/goods/boul-britanskiy-zavtrak-kafe-105602.html,Готовая еда
"Боул с запеченной курицей, булгуром и соусом из зеленых трав, кафе",https://vkusvill.ru/goods/boul-s-zapechennoy-kuritsey-bulgurom-i-sousom-iz-zelenykh-trav-kafe-94475.html,Готовая еда
Вафли творожно-морковные в наборе с соусом « Маскарпоне»,https://vkusvill.ru/goods/vafli-tvorozhno-morkovnye-v-nabore-s-sousom-maskarpone-105490.html,Готовая еда
"Гороховая каша с колбасками и беконом, кафе",https://vkusvill.ru/goods/gorokhovaya-kasha-s-kolbaskami-i-bekonom-kafe-106479.html,Готовая еда
"Гранола с голубой матчей и вишневым джемом с суфле из ряженки, кафе",https://vkusvill.ru/goods/granola-s-goluboy-matchey-i-vishnevym-dzhemom-s-sufle-iz-ryazhenki-kafe-105249.html,Готовая еда
"Завтрак боул с хашбрауном и шпинатом, кафе",https://vkusvill.ru/goods/zavtrak-boul-s-khashbraunom-i-shpinatom-kafe-99743.html,Готовая еда
"Закрытый омлет с ветчиной и сыром, кафе",https://vkusvill.ru/goods/zakrytyy-omlet-s-vetchinoy-i-syrom-kafe-104701.html,Готовая еда
"Запеканка творожная «Нежная», кафе",https://vkusvill.ru/goods/zapekanka-tvorozhnaya-nezhnaya-kafe-44548.html,Готовая еда
"Камбала жареная, вес",https://vkusvill.ru/goods/kambala-zharenaya-ves-54400.html,Готовая еда
"Каша из булгура со свининой и овощами, кафе",https://vkusvill.ru/goods/kasha-iz-bulgura-so-svininoy-i-ovoshchami-kafe-106389.html,Готовая еда
